track_name,track_id,duration_ms,explicit,track_number,album_id,album_name,album_release_date,album_total_tracks,album_type,artist_name,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,205786,FALSE,9,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.693,0.681,-7.039,0.025,0.0848,0,0.0768,0.663
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,299080,FALSE,10,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.502,0.534,-5.954,0.0278,0.0399,0,0.0977,0.155
Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,202960,FALSE,11,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.622,0.809,-5.623,0.0638,0.0288,0.00218,0.109,0.511
Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,284773,FALSE,12,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.601,0.406,-11.827,0.0275,0.622,0.0000919,0.133,0.232
The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,240466,FALSE,13,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.686,0.571,-7.138,0.05,0.066,0,0.0608,0.538
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,245426,FALSE,14,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.498,0.61,-5.098,0.0363,0.271,0,0.223,0.474
Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,220413,FALSE,15,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.628,0.685,-5.864,0.0358,0.00324,0,0.18,0.605
Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,238866,FALSE,16,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.519,0.527,-7.673,0.0274,0.075,0,0.132,0.267
The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,285280,FALSE,17,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.636,0.402,-7.855,0.031,0.0494,0,0.107,0.208
Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,223333,FALSE,18,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.46,0.632,-6.031,0.0302,0.0158,0,0.0822,0.399
Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,220520,FALSE,19,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.691,0.736,-6.974,0.0326,0.00955,0.0000188,0.101,0.612
State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,321640,FALSE,20,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.445,0.131,-13.778,0.0564,0.663,0.00000157,0.108,0.101
Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,264253,FALSE,21,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.623,0.279,-10.802,0.031,0.661,0,0.193,0.38
Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,297013,FALSE,22,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.473,0.579,-5.824,0.0384,0.214,0,0.0877,0.255
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,258812,FALSE,23,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.606,0.377,-9.455,0.0275,0.817,0,0.154,0.446
Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,224240,FALSE,24,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.584,0.743,-7.075,0.0931,0.0538,0.00000283,0.121,0.746
Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,225960,FALSE,25,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.622,0.791,-6.106,0.0535,0.00188,0.00000372,0.083,0.494
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,285106,TRUE,26,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.391,0.715,-4.516,0.0495,0.167,0,0.183,0.473
Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,263533,FALSE,27,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.611,0.552,-5.828,0.031,0.256,0,0.134,0.41
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,240226,FALSE,28,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.61,0.488,-6.918,0.0293,0.817,0,0.312,0.443
The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,200280,FALSE,29,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.678,0.733,-5.025,0.0281,0.00115,0,0.104,0.581
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,613026,TRUE,30,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,30,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.631,0.518,-8.771,0.0303,0.274,0,0.088,0.205
Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,241591,FALSE,1,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.569,0.741,-4.963,0.0282,0.0122,0,0.333,0.43
Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,294419,FALSE,2,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.559,0.646,-4.61,0.0272,0.116,0,0.32,0.289
Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,235766,FALSE,3,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.627,0.792,-4.311,0.031,0.13,0.00000397,0.0845,0.415
Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,254254,FALSE,4,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.788,0.571,-6.135,0.0296,0.106,0,0.0934,0.797
White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,234515,FALSE,5,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.423,0.517,-7.377,0.0486,0.369,0,0.177,0.366
You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,231124,FALSE,6,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.632,0.773,-4.856,0.0346,0.0623,0,0.0885,0.474
Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,263377,FALSE,7,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.506,0.626,-6.066,0.0287,0.156,0,0.228,0.321
Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,200575,FALSE,8,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.578,0.909,-3.669,0.0628,0.0222,0,0.333,0.541
You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,261842,FALSE,9,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.506,0.444,-4.99,0.0285,0.0538,0,0.123,0.241
The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,243136,FALSE,10,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.402,0.732,-4.665,0.0484,0.0033,0,0.108,0.472
Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,225328,FALSE,11,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.598,0.821,-4.433,0.0447,0.0231,0,0.143,0.673
The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,245290,FALSE,12,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.642,0.576,-8.524,0.0282,0.488,0,0.159,0.469
Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,279359,FALSE,13,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.499,0.815,-4.063,0.0341,0.000191,0,0.181,0.344
Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,237580,FALSE,14,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.572,0.69,-6.201,0.0358,0.0474,0,0.0897,0.624
Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,312107,FALSE,15,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.393,0.531,-6.112,0.0329,0.0181,0,0.169,0.224
Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,267833,FALSE,16,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.546,0.273,-9.208,0.0308,0.819,0,0.137,0.271
Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,237338,FALSE,17,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.476,0.564,-5.677,0.0269,0.0406,0,0.102,0.167
Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,263865,FALSE,18,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.454,0.555,-6.69,0.0283,0.157,0,0.343,0.171
The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,238443,FALSE,19,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.432,0.873,-4.367,0.0577,0.0279,0,0.167,0.629
Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,241822,FALSE,20,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.482,0.779,-5.025,0.0409,0.0135,0,0.296,0.328
You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,220839,FALSE,21,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.599,0.494,-7.61,0.0372,0.816,0,0.101,0.44
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,277591,FALSE,22,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.66,0.817,-6.269,0.0521,0.162,0,0.0667,0.714
We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,244236,FALSE,23,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.609,0.373,-8.819,0.0263,0.849,0,0.0779,0.13
That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,189495,FALSE,24,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.588,0.608,-7.062,0.0365,0.225,0,0.092,0.508
Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,208608,FALSE,25,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.563,0.473,-11.548,0.0503,0.514,0.000012,0.109,0.405
Bye Bye Baby (Taylor’s Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,242157,FALSE,26,4hDok0OAJd57SGIT8xuWJH,Fearless (Taylor's Version),2021-04-09,26,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.624,0.624,-7.86,0.0539,0.334,0,0.0995,0.527
willow,2gVhfX2Gy1T9kDuS9azrF7,214706,FALSE,1,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,0.529
champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,244000,TRUE,2,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.462,0.24,-12.077,0.0377,0.92,0,0.113,0.32
gold rush,3Dby3p1m6IOZn2gIIqECgK,185320,TRUE,3,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.512,0.462,-10.491,0.0408,0.83,0.166,0.121,0.353
‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,229840,FALSE,4,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.575,0.434,-8.193,0.0312,0.735,0.0000659,0.105,0.348
tolerate it,6lCvK2AR2uOKkVFCVlAzzm,245440,TRUE,5,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.316,0.361,-10.381,0.0488,0.878,0.0000267,0.0797,0.221
"no body, no crime (feat. HAIM)",6uwfVkaOM1mcMkFmSn35ix,215626,FALSE,6,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.546,0.613,-7.589,0.0264,0.418,0,0.103,0.535
happiness,55Vf4bimc1Rtfg0PAQRAo2,315146,TRUE,7,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.559,0.334,-10.733,0.0376,0.87,0,0.114,0.211
dorothea,66tOfHVH3aUrscg8vExRV4,225880,FALSE,8,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.605,0.488,-8.322,0.0264,0.696,0,0.129,0.354
coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,275320,FALSE,9,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.537,0.537,-11.266,0.0617,0.819,0.000904,0.142,0.292
ivy,43Ykum9T72UOPhBN31grpN,260440,TRUE,10,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.515,0.545,-9.277,0.0353,0.855,0.0000197,0.0921,0.535
cowboy like me,52OkpDsU6MmPx1AwGOb6Ap,275040,TRUE,11,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.517,-9.014,0.0347,0.768,0.000155,0.123,0.511
long story short,5VYWxXUpxuxEmCqMLDqICo,215920,FALSE,12,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.546,0.73,-7.704,0.0417,0.66,0.179,0.0972,0.573
marjorie,5uICWmZTLkpEVbK22PBP6e,257773,FALSE,13,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.535,0.561,-11.609,0.0484,0.876,0.000136,0.115,0.287
closure,6a8aUhYbaQBUI8PcJ5ZmQ6,180653,FALSE,14,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.689,0.704,-10.813,0.245,0.835,0.00000483,0.134,0.92
evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,304106,FALSE,15,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.39,0.27,-10.673,0.0308,0.937,0.00227,0.111,0.32
right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,245026,FALSE,16,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.581,0.619,-6.524,0.0282,0.769,0.000106,0.117,0.645
it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,254640,FALSE,17,6AORtDjduMM3bupSWzbTSG,evermore (deluxe version),2021-01-07,17,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.592,0.41,-12.426,0.0397,0.801,0.0000139,0.09,0.416
willow,0lx2cLdOt3piJbcaXIV74f,214706,FALSE,1,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,0.529
champagne problems,0sY6ZUTh4yoctD8VIXz339,244000,TRUE,2,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.462,0.24,-12.077,0.0377,0.92,0,0.113,0.32
gold rush,5BK0uqwY9DNfZ630STAEaq,185320,TRUE,3,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.512,0.462,-10.491,0.0408,0.83,0.166,0.121,0.353
‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,229840,FALSE,4,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.575,0.434,-8.193,0.0312,0.735,0.0000659,0.105,0.348
tolerate it,0PurA4JVJ8YQgSVopY8fn6,245440,TRUE,5,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.316,0.361,-10.381,0.0488,0.878,0.0000267,0.0797,0.221
"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,215626,FALSE,6,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.546,0.613,-7.589,0.0264,0.418,0,0.103,0.535
happiness,73YUReisjb3A9ActdLLjJQ,315146,TRUE,7,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.559,0.334,-10.733,0.0376,0.87,0,0.114,0.211
dorothea,670fUmXf4KQekzbEgaXyPA,225880,FALSE,8,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.605,0.488,-8.322,0.0264,0.696,0,0.129,0.354
coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,275320,FALSE,9,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.537,0.537,-11.266,0.0617,0.819,0.000904,0.142,0.292
ivy,19CSr8rwW05VJL2F91KFNK,260440,TRUE,10,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.515,0.545,-9.277,0.0353,0.855,0.0000197,0.0921,0.535
cowboy like me,1XjHRolIXL2M1EEOUsGGR4,275040,TRUE,11,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.517,-9.014,0.0347,0.768,0.000155,0.123,0.511
long story short,2o2sgVJIgFXk8GQjWTgI6U,215920,FALSE,12,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.546,0.73,-7.704,0.0417,0.66,0.179,0.0972,0.573
marjorie,12ntTeqEeTg7GAVpe8Mhpl,257773,FALSE,13,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.535,0.561,-11.609,0.0484,0.876,0.000136,0.115,0.287
closure,35rdVq36LMHQX0Suw9a6tK,180653,FALSE,14,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.689,0.704,-10.813,0.245,0.835,0.00000483,0.134,0.92
evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,304106,FALSE,15,2Xoteh7uEpea4TohMxjtaq,evermore,2020-12-11,15,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.39,0.27,-10.673,0.0308,0.937,0.00227,0.111,0.32
the 1,0P9wLFurlgumLXuqFEpw52,210240,TRUE,1,0PZ7lAru5FDFHuirTkWe9Z,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],2020-11-25,34,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.78,0.361,-6.942,0.048,0.75,0.00000714,0.108,0.163
